text,label
Pakistani doctor Osama Riazâ€™s last message for you (while taking his last breath).,FAKE
Last photo of Indonesian doctor Hadio Ali standing away from his family before he passed away from COVID-19,FAKE
Leave objects in the sun to avoid contracting the coronavirus.,FAKE
Streaming apps Netflix and Amazon Prime give free subscriptions during COVID-19 outbreak in India.,FAKE
"Indian Army has built a 1,000-bed quarantine facility for COVID-19.",FAKE
An image of a couple claimed to be doctors who have lost their lives to the coronavirus.,FAKE
The WHO is offering monetary help to buy medicines and food during the emergency.,FAKE
Claims that Colombian President IvÃ¡n Duque approved collective dismissals of workers due to the emergency caused by COVID-19. Some of the messages attached as proof are screenshots of Resolution 0803 of 2020 of the Ministry of Labor.,FAKE
An image accompanies the text: The Italian Prime Minister wept when he recognized that they were losing the battle against the coronavirus.,FAKE
Photo of deer on Ooty-Coimbatore road during the current coronavirus lockdown.,FAKE
The Brazilian government initiated the registration of Social Security withdrawals to fight the pandemic by WhatsApp.,FAKE
Drinking tea can help cure COVID-19.,FAKE
Nevada Governor Steve Sisolak â€œhas banned the use of an anti-malaria drug that might help cure coronavirus.â€,FAKE
â€œCOVID literally stands for Chinese Originated Viral Infectious Disease.â€,FAKE
Coronavirus patients in Italy are now on the streets because hospitals are no longer able to accommodate them.,FAKE
Garlic can protect you from the coronavirus and the most vulnerable group are people with blood type A.,FAKE
COVID-19 is a secret American weapon aimed for depopulation purposes.,FAKE
"According to DW, Venezuela is the only country that took advance measures against the outbreak.",FAKE
"A claim on Facebook that began to circulate around Wednesday, 3/25/20, says putting a peeled onion in any room can remove â€œall viruses and bacteria including coronavirus.â€",FAKE
Kids are not allowed to say goodbye to their parents before being hospitalized for COVID-19.,FAKE
The video of unprecedented stone rain in Rome suggests the fate of pro-Communist Italy.,FAKE
There is no coronavirus in Africa because there is no money there and they cannot get into debt with the International Monetary Fund.,FAKE
Last picture of Indonesian Dr. Hadio Alo bidding farewell to his family.,FAKE
High death rate in Italy is due to people taking Ibuprofen.,FAKE
A video has been viewed thousands of times in multiple posts on Facebook which claim it shows bodies of novel coronavirus victims being thrown into a ditch in Italy.,FAKE
A COVID-19 test in Germany is 37 times cheaper than in Croatia.,FAKE
People older than 60 are not given medical help in Italy anymore.,FAKE
"â€œif your child gets this virus, theyâ€™re going to the hospital alone in a van with people they donâ€™t know, to be with people they donâ€™t know. You will be at home without them in their time of need.â€",FAKE
The application of menthol ointment in the nostrils helps to prevent the virus.,FAKE
"In a WhatsApp chain from workers of Argentinaâ€™s most important lab that is testing for coronavirus, they advised not to leave the house because the next two weeks will be the infection peak.",FAKE
"A message sent by WhatsApp states that the Ministry of Defense of China has announced that it has â€œsuccessfullyâ€ developed a vaccine against the new coronavirus, which causes COVID-19 disease. Portugal would receive the first doses in a few days.",FAKE
The Italians accept Islam en masse.,FAKE
"The Brazilian singer Preta Gil was infected with COVID-19 and performed to more than 320,000 people.",FAKE
Several photographs published on Facebook claim to portray coffins with victims of the new coronavirus in Italy.,FAKE
A message in an image claims that drinking coffee can help prevent the new coronavirus.,FAKE
Over 200 doctors in Italy die every day due to coronavirus.,FAKE
Italian people in the streets surrendering and bidding farewell to the world after COVID-19.,FAKE
A photo of a fleet of blue lorries bearing the image of Sri Lankan Prime Minister Mahinda Rajapaksa has been shared repeatedly on Facebook and Twitter alongside a claim that the lorries were distributing food during the novel coronavirus curfew.,FAKE
Images of patients treated in the open are from Italy as it has run out of hospital beds.,FAKE
"While coronavirus tests in other countries are conducted for free or at nominal charges, in India, it costs Rs 4,500",FAKE
"Thanks to the halt imposed by the government to travel boats for COVID-19, a crocodile has shown up in Veniceâ€™s canals.",FAKE
The government has mandated by decree a salary cut for high public officials.,FAKE
This news bulletin from 2015 proves that COVID-19 was created in a laboratory of Wuhan.,FAKE
Facebook user asserted that U.S. President Donald Trump has announced a vaccine for COVID-19.,FAKE
Coronavirus has a pH level of 5.5 to 8.5 and can be prevented and cured by eating alkaline foods.,FAKE
A purported notice issued by the Pakistan Red Crescent and Pakistanâ€™s Health Department on COVID-19 isolation rules has been shared thousands of times on Facebook. The advisory claims that families of those killed while in isolation will not be able to hold funerals or burials for them,FAKE
"An â€œopen letterâ€ purportedly written by US billionaire and philanthropist Bill Gates about the novel coronavirus pandemic has been shared in English and Chinese on Facebook, Twitter and various websites. The Chinese-language posts state the letter was translated from its original publication in British newspaper The Sun.",FAKE
Children will be separated from parents for coronavirus treatment.,FAKE
Congress included include a raise for themselves in the coronavirus stimulus package.,FAKE
Tanks are coming into U.S. towns in advance for martial law,FAKE
"Bitter gourd juice can cure novel coronavirus, as per Bihar Health Department in India.",FAKE
A photo of a couple locked in an intimate embrace with their face masks lowered has been shared in Facebook posts that claim they were nurses who were treating COVID-19 patients in an Italian hospital.,FAKE
A video purportedly shows a winged creature atop the dome of a structure has been viewed tens of thousands of times on Facebook and YouTube alongside a claim that it shows â€œthe image of a devilâ€ on the roof of a church in Italy.,FAKE
Having sex every morning kills coronavirus.,FAKE
"Neem leaf, used against malaria, could be efficient against COVID-19.",FAKE
Grateful Italians turn on the Russian anthem on the streets.,FAKE
Eucalyptus prevents or eliminates the new coronavirus,FAKE
There has been a pandemic every 100 years,FAKE
A group of Guatemalan deputies were reported to have voted against a bill to protect the population.,FAKE
Tea has ingredients to ward off any coronavirus infection.,FAKE
"Pakistan’s leading scholar Mufti Naeem suffers from coronavirus. A few days ago, he refused to close madrasas and mosques.",FAKE
"An Image is being shared on social media claiming; this italian doctor couple in the picture worked day and night and saved the lives of 134 patients, but on the eighth day, they caught coronavirus and died after an hour.",FAKE
Peeled onions can suck coronavirus.,FAKE
Videos of passenger plane from Italy to Ethiopia in which are positive for the coronavirus.,FAKE
Paraguayans should not go out “even to buy bread” because the incubation period is up and positive cases of coronavirus will increase.,FAKE
Holding your breath for 10 seconds is a way to test for coronavirus.,FAKE
Netflix is providing free access to the platform due to quarantine.,FAKE
"Photo of Copacabana beach on 3/22/20 full of sunbathers, even though Rio is in quarantine due to COVID-19.",FAKE
Viral WhatsApp message advises against purchasing used clothing as they expose buyers to COVID-19.,FAKE
Controversies surrounding chloroquine suggest health authorities approved it as a cure for COVID-19.,FAKE
"New York Governor Andrew Cuomo “rejected buying the recommended 16,000 ventilators in 2015 for a pandemic, and established death panels and lotteries instead. So he had a chance to buy, in 2015, 16,000 ventilators at a very low price, and he turned it down.”",FAKE
Wisconsin Governor Tony Evers is “pushing firearm confiscation orders.”,FAKE
"Indian Army has set-up a 1,000 bed quarantine facility in Rajasthan’s Barmer.",FAKE
Justin Trudeau’s wife has released a video from her hospital bed.,FAKE
President of Italy crying because of the coronavirus pandemic.,FAKE
The man in the video is a science board member and says ginger and milk are the remedies for COVID-19.,FAKE
"A hair dryer can kill the coronavirus in your nose, Iranian artist Golshifteh Farahani says.",FAKE
Video shows looting in Mexico.,FAKE
China granted the test kits to Turkey in return to Mustafa Kemal’s cholera vaccine aid to China in 1940.,FAKE
CDC said that the coronavirus survived 17 days on the surface of a cruise ship.,FAKE
There is no coronavirus. The Chinese were secretly working on a biological agent that was supposed to make protesters docile and obedient.,FAKE
The new hantavirus is a deadly problem emerging in China. There is no cure for it.,FAKE
"According to a report by the WHO, coronavirus lives the longest in the cabbage layer. Elsewhere the virus lives for 9-12 hours, whereas in cabbage, this virus lives for more than 30 hours. People of all cities are requested not to eat cabbage.",FAKE
The bodies of people infected with coronavirus are lying on the road of Italy. No one is carrying them due to the risk of infection.,FAKE
Coronavirus fear in Germany results in large crowds outside a supermarket. People are pushing each other to get into the store first for necessary supplies.,FAKE
Tea can cure coronavirus.,FAKE
New vaccine can help cure coronavirus in three hours.,FAKE
Gargling with hot water can prevent coronavirus infection.,FAKE
"A video has been shared thousands of times in multiple posts on Facebook which claim it shows a woman who was detained by police in Australia after she tested positive for the novel coronavirus, COVID-19, and was filmed spitting at a supermarket in a Sydney suburb.",FAKE
A screenshot of a purported news broadcast showing a lion in the street and reporting that Russia has deployed hundreds of lions to maintain order during the novel coronavirus lockdown has been shared tens of thousands of times on Facebook and Twitter.,FAKE
"Tens of thousands of people who are victims of the coronavirus have died in China, and this is proven by maps of Wuhan released online that show a massive burning of corpses.",FAKE
Hospitals in Madrid are removing artificial respirators from those admitted with coronaviruses older than 65 years for use by younger patients.,FAKE
"A purported news report claims that Philippine President Rodrigo Duterte approved the release of P20,000 (USD $400) to all recipients of the Philippines’ Social Security System (SSS) to help them through the novel coronavirus pandemic.",FAKE
A video allegedly showing Canadian Prime Minister Justin Trudeau’s wife in a hospital bed urging people to stay home to avoid ending up seriously ill with the novel coronavirus has been shared thousands of times on Facebook and Twitter.,FAKE
"A tank circulates through the streets of Tudela, Navarre, Spain, to combat COVID-19.",FAKE
A new law prohibits “leaving the home” after 3 p.m. in Spain.,FAKE
"On 3/22/20, the coronavirus contagion rate decreased “for two consecutive days.”",FAKE
Andalusia proposes that students must repeat their classes (not on March 26).,FAKE
Iceland tested its whole population.,FAKE
France found a vaccine for the coronavirus.,FAKE
ONU to provide food voucher for coronavirus quarantine.,FAKE
23 new COVID-19 cases confirmed in Mombasa.,FAKE
A photo showing the bodies of Italian COVID-19 victims on a street.,FAKE
Pakistani Dr. Usman Riaz speaks about coronavirus before his death.,FAKE
Purported advisories urging residents to stay indoors while national air force helicopters spray disinfectant over homes to kill off the novel coronavirus have been circulated online in Sri Lanka and the Philippines.,FAKE
Globe Telecom is giving every subscriber free mobile load worth P500 as help or donation amid the coronavirus crisis.,FAKE
Five person were healed in Morocco with chloroquine.,FAKE
Mosques and synagogues are the only holy places to be opened during French confinement.,FAKE
This photo shows nurses insulting French President Emmanuel Macron.,FAKE
You won’t be charged a 135 euro fine if you’re driving with several other persons in your car during the lockdown.,FAKE
"An alarming text message signed “Claire Magne, a friend, nurse”.",FAKE
"In Costa Rica, dead bodies are not returned to their families.",FAKE
"In Costa Rica, the Red Cross and Walmart are giving out emergency funds for COVID-19.",FAKE
Video shows Malaysian police sanction people who violated lockdown stipulation by hitting them on the foot sole.,FAKE
"Gargling with hot water cures coronavirus, says a doctor from Mumbai’s COVID-19 hospital.",FAKE
A police commissioner from Mumbai has asked essential services to be available at certain hours.,FAKE
False that the OMS grants food and medicine vouchers.,FAKE
"Says that under order from Gov. Tony Evers, he and his eight children can’t legally have dinner together anymore.",REAL
Says Nancy Pelosi’s coronavirus bill includes “tax credits for solar and wind energy … retirement plans for community newspaper employees … $300 million for PBS … climate change studies” and more.,REAL
Gargling with warm water and salt or vinegar eliminates the coronavirus.,FAKE
[SARS-CoV-2] is spreading quickly from gas pumps. Shopping carts as well.,FAKE
"A WhatsApp a video features Rabbi Dan Ben Avraham, International President of the Netzarita AMI Alliance, according to their Twitter. In the video, the rabbi says “the Israeli Minister of Health has officially declared that Israel has the coronavirus vaccine.” And “Israel has the vaccine already.”",FAKE
Iranian girl Anahita Hashemzadeh has contracted the coronavirus.,FAKE
Photos of Italian man committing suicide after he lost his entire family to COVID-19.,FAKE
Photo of the prime minister of Italy crying and expressing his helplessness that he couldn’t save coronavirus patients in Italy.,FAKE
Video of Italian police taking down a man who has come onto the streets despite a lockdown in the country.,FAKE
"Kerala has asked NABARD for a loan of Rs 20,000 crore to deal with COVID-19.",FAKE
Look at the condition of a Karimnagar person who is infected with the coronavirus.,FAKE
"In the video, the woman who is asking to take the coronavirus seriously is the wife of the Prime Minister of Canada.",FAKE
Reserve Bank of India (RBI) extended the year closing until 6/30/20.,FAKE
Woman burned her hands while putting on the stove due to high alcohol content in hand sanitizer.,FAKE
Tokyo Olympics logo has been redesigned on the theme of social distancing.,FAKE
The viral image is of a doctor couple in Italy who gave their lives treating coronavirus patients.,FAKE
232 kids died from COVID-19 in Italy in one day.,FAKE
People looted a supermarket in São Vicente (city in Sao Paulo state) because of the lockout.,FAKE
Israel is fighting coronavirus without lockdowns and economic impact.,FAKE
"A list of 10 claims about the coronavirus, allegedly from a doctor who worked in a hospital in Shenzhen.",FAKE
"Tea can cure COVID-19 patients, as suggested by China’s whistleblower doctor Li Wenliang. The news was published by CNN.",FAKE
"Schedules for the sale of milk, newspapers, grocery and medical stores have been issued by the Mumbai Police commissioner.",FAKE
A claim has been shared thousands of times in multiple posts on Facebook and Twitter that an emergency decree issued in Thailand due to the novel coronavirus pandemic included a strict curfew.,FAKE
"In the Philippines, Senator Manny Pacquiao was the only senator who responded to the coronavirus crisis.",FAKE
"The ex-Health Minister Nikola Todorov, a lawyer by profession, is a consultant of the current Minister of Health for expert advice and expertise in the field of epidemiology.",FAKE
"In China there is now also an outbreak of the hantavirus, with a first recorded death.",FAKE
"In India starting 3/24/20, all grocery, chemists and vegetable shops will be open from 9.00 am to 11.30 am and 4.30 pm to 7.00 pm. Anybody found moving around after this or opening any kind of outlet will be detained by the police. No home deliveries will be available.",FAKE
"In Hong Kong, people destroyed a 5G pole because of coronavirus.",FAKE
The number of new cases of COVID-19 is decreasing in Peru since the 3/19/20.,FAKE
President Donald Trump will announce that a scientist “finally found a vaccine to cure coronavirus.”,FAKE
A claim that a trolley collector at a supermarket in the Australian state of New South Wales tested positive for the novel coronavirus in March 2020 has been shared hundreds of times in multiple posts on Facebook.,FAKE
Multiple articles widely shared on Facebook claim that 59 church members died after drinking household disinfectant which their pastor said would prevent coronavirus infections.,FAKE
"A claim has circulated on social media that a “new virus” named hantavirus has emerged in China in March 2020. The posts were viewed hundreds of thousands of times as the world battled the spread of the novel coronavirus, which causes the disease COVID-19.",FAKE
Muammar Gaddafi predicted “they” will create viruses and sell us the cures.,FAKE
Italian prime minister admits Italy is lost.,FAKE
Homemade masks prevent the spread of coronavirus.,FAKE
Posts shared thousands of times on Facebook claim to provide an emergency food stamp hotline.,FAKE
Trump web ad usings misleading edits to create a false picture.,FAKE
"A post says that, on 3/22/20, 793 people died in Italy and included 232 kids.",FAKE
A post says that a vaccine for the new coronavirus will be available in a few days.,FAKE
Facebook posts featuring a photo of ventilators in the U.S. state of New York claim the devices are “stuck in a warehouse.”,FAKE
"President of the National Assembly of Serbia Maja Gojkovic claimed that according to the Constitution, Parliament cannot be in session during the state of emergency.",FAKE
Photo of people in medical scrubs lying on the floor of an operating theatre shows some of the 200 Italian doctors who died of COVID-19 in one day on 3/23/20.,FAKE
The vaccine against COVID-19 is finally ready.,FAKE
Former French health minister prevented the use of chloroquine to heal dying people of COVID-19 to harm infectologist Didier Raoult.,FAKE
"An image shared on social media claims this Italian doctor couple worked day and night and saved the lives of 134 patients, but on the eighth day, they contracted the coronavirus and died after an hour.",FAKE
"An image shared on social media claims this Italian doctor couple worked day and night and saved the lives of 134 patients, but on the eighth day, they contracted the coronavirus and died after an hour.",FAKE
Image of the people who died of coronavirus in Italy.,FAKE
Italy’s prime minister cries and declares that his country “lost the battle” against the coronavirus.,FAKE
Homemade masks prevent the spread of coronavirus.,FAKE
Posts shared thousands of times on Facebook claim to provide an emergency food stamp hotline.,FAKE
There was a riot in a grocery store due to COVID-19.,FAKE
A video of a woman reciting Sanskrit verses has been viewed thousands of times on Facebook and Twitter alongside a claim that she was delivering sacred verses on a Spanish radio station during the novel coronavirus pandemic.,FAKE
"Multiple posts shared repeatedly on Facebook and Twitter claim that a Hong Kong medical lab has warned the novel coronavirus can remain viable on fruits and vegetables for 12 hours, therefore people should “avoid salads” over fears of contracting COVID-19.",FAKE
Claim that coronavirus is a false pandemic.,FAKE
Deaths blamed on coronavirus are actually due to the flu.,FAKE
The names of coronavirus victims have been published online in media.,FAKE
Video shows Merkel celebrating the new COVID-19 treatment which was made by a Tunisian doctor.,FAKE
A new vaccine to cure coronavirus has been developed by U.S. scientists.,FAKE
A photo has been shared hundreds of times on Facebook alongside a claim it shows coffins of coronavirus victims in Italy.,FAKE
A photo has been shared hundreds of times in multiple Facebook posts that claim it shows doctors and nurses in Italy who died from COVID-19.,FAKE
"A video shows that the United States armed forces have entered New York City as the precaution against riots, which once happened during the blackout in 1977.",FAKE
Denmark is not on the verge of a coronavirus epidemic.,FAKE
"Facebook group encourages people to report if they are contaminated in order to help authorities (authorities cannot use the data, however).",FAKE
The Italian Prime Minister has said his country has exhausted all options to fight against the coronavirus pandemic and pleads to God to “rescue your people.”,FAKE
About 500 lions have been released on the streets of Russia to stop people going out during the coronavirus pandemic.,FAKE
Russian President Vladimir Putin has ordered Russia’s population to stay at home for 15 days or face five years in jail.,FAKE
Japan Railway Station interior designed with the Buddhist scripture and images to fight against COVID-19.,FAKE
Coronaviruses already affecting animals are the same strain as the one causing COVID-19 in humans.,FAKE
"Vibrations, including those coming from emotions, can kill the new coronavirus.",FAKE
A claim that the Swedish hospitals were going to start using “death forms” to decide which patients to treat and which to send home to die without healthcare.,FAKE
"According to a report by the WHO, coronavirus lives the longest in the cabbage layer. Elsewhere the virus lives for 9-12 hours, whereas in cabbage, this virus lives for more than 30 hours. People of all cities are requested not to eat cabbage.",FAKE
Coronavirus fear in Germany results in large crowds outside a supermarket. People are pushing each other to get into the store first for necessary supplies.,FAKE
The bodies of people infected with coronavirus are lying on the road of Italy. No one is carrying them due to the risk of infection.,FAKE
"An image shared on social media claims this Italian doctor couple worked day and night and saved the lives of 134 patients, but on the eighth day, they contracted the coronavirus and died after an hour.",FAKE
Russia has allegedly unleashed over 500 lions in order to ensure that people stay inside their houses.,FAKE
"Gargling warm salt water or vinegar prevents coronavirus infection, health experts say.",FAKE
False offer of free Internet during 60 days due to the quarantine.,FAKE
A WhatsApp forward has gone viral which claimed that a vaccine for coronavirus has been discovered. The viral forward also claims that the treatment for coronavirus is mentioned in India’s Intermediate Zoology book.,FAKE
Russia has unleashed over 500 lions to ensure that people stay inside their homes amid the coronavirus outbreak.,FAKE
Russia has allegedly unleashed over 500 lions in order to ensure that people stay inside their houses.,FAKE
"A WhatsApp forward has gone viral which claimed that a vaccine for coronavirus has been discovered. The viral forward also claims that the treatment for coronavirus is mentioned in India’s Intermediate Zoology book. The viral forward reads, “It is not a new disease as it is already mentioned in the Intermediate zoology book along with its treatment. It happens sometimes that many great scientists and doctors do not focus on lesser-known books as they are mostly busy with famous books. Book name: Zoology, Writer: Dr. Ramesh Gupta, Page No. 1072.) Friends, this is not fake news so I request you to kindly share it maximum so all coronavirus patients are treated in time.”",FAKE
Inhaling water into the nose can prevent coronavirus transmission.,FAKE
Vladimir Putin released 800 tigers andlions to force residents to stay at home.,FAKE
WHO says Ibuprofen drugs can make the coronavirus live longer.,FAKE
"There are 1,000 open vacancies for nurses, doctors and other health professionals to work on a temporary hospital in São Paulo, which will be used to treat COVID-19 cases.",FAKE
"Picture of “baile funk” (a type of Brazilian popular party) in São Paulo during the coronavirus, despite restrictions of mass gatherings due to the COVID-19.",FAKE
A recipe for homemade alcohol: Mix 3 parts of ethanol with 1 part of water.,FAKE
"A vaccine that cures COVID-19 in three hours will be released next Sunday, according to President Donald Trump. Roche has already produced millions of those vaccines.",FAKE
"There are 1,000 open vacancies for nurses, doctors and other health professionals to work on a temporary hospital in São Paulo, which will be used to treat COVID-19 cases.",FAKE
An audio message lists five ways people can prevent the novel coronavirus.,FAKE
Autohemotherapy cures COVID-19.,FAKE
The WHO confirms COVID-19 is airborne and remains in the air for 8 hours.,FAKE
Favipiravir cures COVID-19.,FAKE
Europe is rationing food due to the outbreak.,FAKE
A whole onion located indoors can absorb the viruses in the air.,FAKE
A WhatsApp forward has gone viral which claimed that a vaccine for coronavirus has been discovered. The viral forward also claims that the treatment for coronavirus is mentioned in India’s Intermediate Zoology book.,FAKE
"A WhatsApp forward claims that the COVID-19 vaccine is ready, was announced by U.S. President Donald Trump, and will be launched next Sunday. It also claims that the vaccine discovered by the U.S. scientists can cure a COVID-19 infected patient within 3 hours. With the WhatsApp forward, the alleged image of the vaccine is also being shared.",FAKE
Italy’s Prime Minister Giuseppe Conte broke down publicly due to the ongoing coronavirus pandemic.,FAKE
Coronavirus will be cured within 2 hours by drinking bitter gourd juice.,FAKE
A Facebook post asserts the U.S. developed a COVID-19 vaccine to release this Sunday.,FAKE
"Offers to buy special device, which will “clean” water before drinking.",FAKE
The Spanish Government will declare imminently the state of emergency and no one will be able to leave the house and supermarkets will close.,FAKE
A lengthy post purportedly contains advice on how to prevent infection from the novel coronavirus. The post claims the advice was issued by a UK hospital to its medical staff.,FAKE
Vox is going to donate the money it receives for representation in institutions to public health.,FAKE
Netflix gives away free accounts during coronavirus quarantine.,FAKE
Pablo Iglesias announces that social benefits are suspended for three months.,FAKE
"Governmental economic measures will allow “unemployed people to earn 100% of their wage, workers 70% and craftsmen 0%”",FAKE
Video links the Family Bonus Payment established by the Government of Bolivia due to the COVID-19 crisis and electoral campaign proposal of Juntos.,FAKE
Video showing a group of the Bolivian army making people respect the quarantine and stay at home by using violence is not from Punata but from Chimbobo.,FAKE
Holding your breath can let you test whether you may have COVID-19.,FAKE
Roche has developed a COVID-19 vaccine.,FAKE
A photo showing Uganda’s first case of COVID-19.,FAKE
Russian President Vladimir Putin releases 800 tigers and 500 lions amid the coronavirus outbreak to keep people at home.,FAKE
Italian Prime Minister Giuseppe Conte was quoted in various posts and graphics on Facebook as saying they have “lost control” of the coronavirus pandemic that is greatly affecting Italy.,FAKE
A new vaccine that can cure COVID-19 patients in 3 hours is now ready.,FAKE
Image attributed to Italian Prime Minister suggesting Italy has lost control.,FAKE
The CDC now says that the coronavirus can survive on surfaces for up to 17 days.,FAKE
“Donald Trump would receive $17 million for three hotels closed for four days under Republican bill! How in the hell is this right?!”,FAKE
Vladimir Putin let lions loose in the streets of Russia to keep them indoors amid COVID-19.,FAKE
“People´s scientist” found that coronavirus is a bioweapon mixing SARS and HIV.,FAKE
"Italy registered 4,200 new recovering cases from coronavirus in 24 hours.",FAKE
"Tests results, theft, ban: Three false reports about chloroquine",FAKE
Will lockdown cause a shortage of banknotes in ATMs?,FAKE
Coronavirus has gripped Italy and nobody is willing to carry corpses off Italy’s streets.,FAKE
Italian police are being brutal on people not following lockdowns; India should follow.,FAKE
“Special military helicopters will spray pesticide against the coronavirus in the skies all over the country.”,FAKE
“Putin has stated: Russian citizens (have) 2 options: Stay home for 15 days or in jail for 5 years.”,FAKE
“Slices of lemon in a cup of hot water can save your life. The hot lemon can kill the proliferation of” the novel coronavirus.,FAKE
Study suggests malaria drug can treat coronavirus.,FAKE
Footage purportedly showing a looting spree in Mexico prompted by panic over the novel coronavirus was aired on multiple Facebook live streams and viewed by tens of thousands of people during the week of 3/23/20. Posts sharing the streams claimed that the chaotic scene was happening in real-time.,FAKE
COVID-19 patients will not show symptoms for the first 14 days.,FAKE
Video of the current situation in Italy due to coronavirus.,FAKE
Video of Canada PM Justin Trudeau’s wife pleading for people to take COVID-19 seriously.,FAKE
"The Russian president, Putin, has left 800 lions outside to make people stay in their homes.",FAKE
Image of the people who died of coronavirus in Italy.,FAKE
Photo of the prime minister of Italy crying and expressing his helplessness that he couldn’t save coronavirus patients in Italy.,FAKE
Photo of a vaccine developed by U.S. scientists for COVID-19.,FAKE
China released a movie called “Coronavirus” in 2013.,FAKE
Brazilian government will apply fees to everyone who gets caught on the street after March 24.,FAKE
Graphic shows that COVID-19 killed fewer people daily than other diseases.,FAKE
Vaccines to cure COVID-19 are ready.,FAKE
Lions were released on Russian streets by Vladimir Putin to force people inside.,FAKE
"WHO has said, do not eat cabbage as it will increase the chance of coronavirus infection.",FAKE
"In a seemingly careless message being sent as an e-mail, recipients in Greek are warned that if a company (shop) has to shut down because of the new coronavirus or staff illness or other reason, the sender must notify the sender of that message about the termination of the employment of an employee.",FAKE
"A web publication shared hundreds of times on Facebook, Twitter and WhatsApp in Nigeria claims the government will pay each citizen 8,500 naira ($23.60) monthly to encourage Nigerians to stay at home in a bid to slow down the spread of the novel coronavirus.",FAKE
"Multiple posts on social media claim that schools in South Africa will reopen months from now in September, as a result of the increase in COVID-19 cases.",FAKE
"The text claims that mass media owners, called “Satanists” in the text, are forcing the public to voluntarily look for a coronavirus vaccine. It also describes the vaccine (which still does not exist) as: “A vaccine in which the beast’s mark is present in liquid form with nano-technology, and he will completely control the world and all people.”",FAKE
"After 23:30, the city will be disinfected by a helicopter and the doors and windows should be closed.",FAKE
"If people get infected with COVID-19, they may not be able to fully recover.",FAKE
A video has been viewed in multiple Facebook posts and claims to show a man wiping his sweat on the buttons of a lift in a residential block in Hong Kong.,FAKE
"A photo has been shared in multiple posts on Facebook and Twitter alongside a claim it shows the bodies of people who died in Italy after they became infected with the novel coronavirus, COVID-19.",FAKE
"You should take high doses of Vitamin D against COVID-19; children don’t get sick because they lack the receptors for the virus to bond; the coronavirus is an unnatural mutation; it is not susceptible to temperatures, which is why infections will not sink in summer; the oldest patients will not be treated and left to die; 5G harms the immune system.",FAKE
American scientists have developed a cure for the coronavirus.,FAKE
"People will not be allowed to organize a funeral for any family members who die of COVID-19. Instead, the state will take care of the disposal of the body.",FAKE
We’re in a battle against a virus that is in the air.,FAKE
Swiss newspaper says president of México is the “worst example” of how COVID-19 is handled.,FAKE
Russia released 500 lions to ensure people would stay inside houses.,FAKE
The video shows Muslims licking plates and spoons to spread the coronavirus.,FAKE
Antibiotic invented in Croatia cures coronavirus.,FAKE
Putin had a press conference and gave people a choice between 15 days isolation and 5 years in prison.,FAKE
"A video of food packets deposited on a street has been viewed millions of times on Facebook, Twitter and YouTube alongside a claim it shows food donations for people in Turkey during a novel coronavirus lockdown.",FAKE
The French state gives more benefit to people who were unemployed before the COVID-19 than it does for people who are partially unemployed due to the coronavirus.,FAKE
"“This lady here applied sanitizer to her hands/forearms and went to the kitchen to cook. The moment she turned on the gas stove, her hands caught fire due to the alcohol contained in the sanitizer.”",FAKE
Washington admits it is the responsible for COVID-19.,FAKE
A vaccine against coronavirus was developed.,FAKE
"George Soros is one of the people responsible for the new coronavirus, born in a laboratory.",FAKE
Italian mimicks Muslim prayers because of fear from COVID-19.,FAKE
The mayor of Guayaquil in Ecuador lied about her health condition,FAKE
The Health Minister in Ecuador quit her job because she was forced to lie about the statistics of COVID-19 related cases.,FAKE
The president of Ecuador doesn’t ask for help to China because of the IMF,FAKE
Whatsapp audio ensures there will be a 24-hour curfew for 5 days in Ecuador.,FAKE
Fake Twitter account of the Ecuadorean Health Ministry.,FAKE
People are still shopping in malls in spite of the curfew and mobility restrictions in Ecuador.,FAKE
The vaccine that China is testing for COVID-19 is bad for humans.,FAKE
An image encourages people to stay home and not go out to terraces or balconies .,FAKE
"Because of the global quarantine, the WHO and the Ecuadorian government have given a weekly bonus to each family for food and medicine.",FAKE
Ecuadorian government gives money to people from Venezuela.,FAKE
Multiple posts on Facebook and Twitter claim the WHO has warned against eating cabbage during the novel coronavirus pandemic.,FAKE
"A video of food packets deposited on a street has been viewed millions of times on Facebook, Twitter and YouTube alongside a claim it shows food donations for people in Turkey during a novel coronavirus lockdown.",FAKE
Kaletra protocol for HIV (lopinavirus – ritonavir) is effective to treat COVID-19.,FAKE
The second COVID-19 infection is worse than the first one and can be fatal.,FAKE
An image has been shared multiple times on Facebook in Liberia in support of a claim that pastors were beaten for defying government restrictions on religious gatherings amid the novel coronavirus outbreak.,FAKE
Whether 60 Democrats voted against coronavirus stimulus bill.,FAKE
Russian President Putin released 500 lions onto the streets to keep people indoors.,FAKE
Getting a flu shot increases the risk of coronavirus by 36%.,FAKE
An Arabic poem from 1170 predicted COVID-19.,FAKE
President Trump refers to the coronavirus as a hoax in an audio clip.,FAKE
Does vaping reduce your chances of getting the coronavirus?,FAKE
"High intensity workouts inhibit the immune system. Very intense workouts might reduce immune system efficiency, but not fully documented.",FAKE
Cristiano Ronaldo converts hotels to coronavirus hospitals.,FAKE
Germany refused to take any help from China.,FAKE
"Social media posts attribute a list of points about the novel coronavirus to Johns Hopkins, a leading source of information on the virus.",FAKE
The new coronavirus is artificial and has been created in the British labs.,FAKE
This list shared by Johns Hopkins Institute is giving advices to prevent and fight COVID-19.,FAKE
